Row,Original Index,Person1,Intelligence1,Determination1,Calmness1,Politeness1,Aggression1,Sophistication1,Incoherence1,Rudeness1,Stupidity1,Articulation1,Unsophistication1,Laziness1,Person2,Intelligence2,Determination2,Calmness2,Politeness2,Aggression2,Sophistication2,Incoherence2,Rudeness2,Stupidity2,Articulation2,Unsophistication2,Laziness2
927,1238,"Dude, please don't say anything ignorant to me. You're the one who looks silly. I'm shaking my head. I can't live inpeace in the world. I'm laughing
",,,,,,,,,,,,,"Dude plz dnt say anything ignorant to me ..ur the one who looks silly smh I cant live inpeace in the world lol
",,,,,,,,,,,,
928,1240,"Mke sure to bring it by the house during the day so I will be the only one present
",3,4,3,5,1,3,1,1,1,4,1,1,be sure to bring it by the crib 1 day during the week so I canbe the only 1 here,3,5,2,4,1,1,1,3,1,4,1,3
929,1241,"Some or all of you might not read this, but my dream is to make it to the professional league, and hopefully withme live-streaming it, it should help
",,,,,,,,,,,,,"Some of you or all of you might not read this but my dream is to make it within the pros and hopefully withme live streaming it'll help
",,,,,,,,,,,,
930,1242,"Statistics show that 99 out of 100 men who text back \""okay\"" getsfriendzoned by a woman",2,3,1,3,4,1,1,1,4,2,4,1,Statistic show that 99/ 100 men who text back K getfriend zone by a woman,2,4,2,1,4,2,2,5,5,2,5,1
931,1243,"Why does my last day of work before vacation have to be so stressful? I am going to need a goodmassage after this day
",4,3,1,5,1,3,1,1,1,4,1,1,"Why does my last day of work before vacation have to be so damn stressful im going to need a goodas massage after thid day...
",2,4,1,5,4,2,2,4,1,4,3,1
932,1244,"Confession Thursdays: If you're ass had a $100 bill on it, could I give you changeto go with it? I'm laughing",,,,,,,,,,,,,"Confession Thursdays: if ur ass had a 100 bill in it, could I give you changeto go wit it lol",,,,,,,,,,,,
933,1245,"Man, wait, direct message someone that doesn't make you angry. That'scauses gray hairs and wrinkles
",2,1,5,5,4,2,1,1,1,4,2,1,"man Turn Up.. dm who you gotta to be non angry..that shitcauses gray hairs and wrinkles
",2,4,1,2,5,1,2,5,1,4,3,1
934,1247,"Aww, look at me trying to stay loyal as fuck and guys keep talking to me!
",,,,,,,,,,,,,"Aww, look at me trying to stay loyal asf & Niggaskeep talking to me !!
",,,,,,,,,,,,
935,1246,"I’m going to Charlotte for the day Saturday. But I’ll be here tonight. I needto find something to do.
",3,2,4,5,1,2,1,1,1,4,2,2,"going to Charlotte for the day Saturday. But ill be here tonight. I needto find something to do
",2,3,5,4,1,2,1,1,1,4,2,3
936,1249,"I need a big bottle of Patron and a bag oflimes, and I'll be all set
",2,3,1,1,3,2,3,5,2,3,4,1,"I need a big bottle of patron. And a bag oflimes... Ill be all set
",2,3,1,1,2,2,3,4,2,3,4,1
937,1251,"Miley Cyrus is campaigning for that black card, and that line from Jay wasa boost to her ego
",2,4,1,3,2,2,1,2,1,4,2,1,"Miley Cyrus is campaigning for that black card and that line from Jay wasa boost to her ego.
",3,4,1,2,4,1,5,5,1,3,4,1
938,1252,"Some people in this world hate others for no reason. That'swhy I say, \""fuck them\""
",2,3,1,1,5,1,1,4,1,3,2,1,"Some people in this world hate others for no reason that'swhy I say fuck em
",1,2,1,1,4,1,1,5,1,3,4,1
939,1254,"Ok, enough of this Jay Z.. let me play this newJuicy J track real quick.
",1,1,1,1,4,1,2,5,2,1,4,1,"Ok enough of this jay z .. Let me play this newjuicy j track real quick
",1,2,1,2,4,1,3,5,1,2,4,2
940,1255,"If Zimmerman walks, black people will be mad for two days then forget all about it.Fake civil rights activists
",1,2,1,1,4,1,3,4,3,1,4,1,"If Zimmerman walks, black people will be mad 2 days then will forget all about it.Fake ass civil rights activist",2,3,1,1,4,1,2,4,4,3,5,1
941,1258,"Then they want you to be committed, the same thing with the children, thoughthey lie about it
",1,2,2,1,4,1,5,5,4,2,4,2,"Then they want u to b committed""same thing with these young boys thoughbut they lie about it
",1,3,1,1,4,1,3,4,5,2,5,1
942,1256,"I am not going to let the past repeat itself... ugh, the stuff I have to go through..
",2,4,1,2,3,1,2,2,1,3,2,1,"I am not about to let the past repeat itself..... ugh the ShitI have to go through...
",1,4,2,2,5,1,2,5,1,3,4,2
943,1262,"I see you guys trying to get intoxicated but you guys aren't even offering anybody else any. The saying is \""puff, puff, givesomeone and get high\""
",,,,,,,,,,,,,"I see y'all tryin to get blazed !!!but y'all ain't even try to offer nobody none,the saying is ""puff puff giveMOTHER***** and get high !!
",,,,,,,,,,,,
944,1261,"2 wands, maximum of 3 if your behavior is good. I will be carrying all the cash and cards for both of us... haha",3,4,5,5,1,2,1,1,1,5,1,1,two Wands max 3 if u on good behavior I will be carrying all cash andcards for both ... Lol,2,4,2,5,2,4,1,1,1,5,1,2
945,1263,"This is frustrating. I want to go to my best friend's funeral but I don't have a way. Sleep tight. See yousoon or later. Rest in peace
",2,3,3,5,1,2,2,1,1,3,1,5,"Ughhhhhh I wanna go to my bestfwenddd funeral but I don't have no way... Sleep Tight See yousoon or later: ( R.I.p
",1,4,2,3,5,1,5,4,3,2,5,5
946,1265,"I got very happy seeing you and your physical attractiveness justbeing very pretty and things. #saturdayromanc
",1,1,1,3,2,1,4,4,1,3,3,1,"I got the biggest smile on my face because of you and all yo beautifulness justbeing all beautiful and stuff.#saturdayromance
",2,2,3,5,1,2,4,1,1,3,4,1
947,1267,"Can't we all just get along? There's enough room for everyone. I keep to myself and I mind my own business. So why arethey still worried? It never ends
",2,3,1,2,5,1,2,4,2,3,4,2,"Can't we all just get along?? There's enough room for everyone. I stay in my own lane. So why arethey still worried?? Never Ends
",2,3,2,2,4,2,4,3,2,3,4,1
948,1270,"Leave me the f*ck alone. That’s what you better do..funerals stay on schedule.. I don't even care about thecharges if they’re not federal!
",2,4,1,1,5,1,3,5,1,4,3,1,"Leave me the f**ck alone thats what you better do..funerals stay on schedule.. I don't even care about thecharges ,if they ain't federal!
",2,4,1,1,5,1,2,5,2,3,4,1
949,1271,"I need a sugar daddy! They take good care of you.That's what I hear! Shit
",1,1,2,1,4,1,3,5,1,2,4,1,"I need a sugar daddy!"" they take good care of u ""that's Wht I hear! Shit
",1,2,1,1,4,1,4,4,3,2,5,1
950,1272,"Why would you be screaming for your life when you're armed and the other person isn't... thatdoesn't make any sense to me
",,,,,,,,,,,,,"Why would you be screaming for your life and your armed and he's not...thatmakes no sense to me
",,,,,,,,,,,,
951,1275,"There's nothing more disappointing than having the feeling to use the bathroom. Running to the bathroom. Covering the seat and having nothing butgas comes out
",1,2,1,2,4,1,3,4,5,3,5,1,"Nothing more disappointing than having the feeling of major shits. Running to bathroom. Covering seat and nothing butloud ass gas comes out
",1,2,3,1,4,1,5,5,4,3,5,1
952,1276,"So all of the people that worked for Secuitas have been laid off from CTA. Where will thesehardworking people going to work now. Ha ha ha 
",3,4,2,5,1,2,1,2,1,4,1,1,"Sooo all the ppl that worked for Securitas been let go from CTA huh? Where all the ""badbitches"" gonna work now? Lol
",1,2,3,3,4,1,5,5,2,2,4,1
953,1278,"I'm not sure that the storyline will go that way, but who knows? There are always twistsand turns on that show
",,,,,,,,,,,,,"I'm not sure the storyline will go that way, but who knows. There is always twistsand turns on that show
",,,,,,,,,,,,
954,1279,"People without responsibility or have nothing to lose will pull you downand try to anyway
",3,4,2,2,5,2,1,2,1,4,1,3,"Ppl without responsibility or don't have nothing to lose will pull u down"" try to anyway !!!
",2,5,1,1,4,2,2,5,4,3,4,3
955,1280,"For the record, people can't play basketball. Also, techies are socially awkward. I have accepted both stereotypes, although they don't apply to me
",2,1,4,3,3,1,1,5,2,3,4,1,For the record Bruhz CAN'T HOOP! Also Techies are socially awkward. I have accepted both sterotypes althothey don't apply 2 me,3,2,1,1,5,1,3,5,1,4,4,1
956,1281,"Most people will never know how much turmoil my friend and i go throughmy straight n word for real for rea
",2,4,1,1,4,1,5,5,2,2,5,1,Like ya don't understand no matter how much bs we go through thismy straight nigga 4real 4real,1,4,1,1,5,1,3,5,1,2,4,1
957,1283,I miss the early 2000's defenses and I want to seethem again. It should be nice,1,2,2,5,3,2,1,1,1,4,2,1,I miss the early 2000's defenses and I want to seethem again. Should be nice.,2,4,1,4,2,2,1,1,1,4,2,1
958,1284,"Relationships end because once they have you, they stop doing the things that it took to getyou in the first place. True!
",,,,,,,,,,,,,"Relationships end because once they have you, they stop doing the things that it took to getyou in the first place.true!
",,,,,,,,,,,,
959,1285,I think I’m about to go order this 2 for $20 with anappetizer just for myself. I’m greedy.,3,4,1,5,2,2,1,2,1,5,1,2,"Think I'm bout to go order this 2 $20 with anappetizer just for myself"" greedy",3,4,1,2,4,2,1,4,1,3,4,1
960,1287,"Sustainability is so SEXY! It’s not a lifestyle, but a way of life for those with style
",3,2,1,5,1,4,1,1,1,3,2,2,"Sustainability is sooo SEXY! Not a lifestyle but a way oflife for those with style.
",1,2,3,5,1,5,1,1,1,4,1,1
961,1288,"I'm ready to eat. I mean, while I'm on a mission to find people who want tobe models for my homework
",2,4,2,1,1,2,5,5,2,2,5,1,"Im ready to eat mean while im on a mission to find ppl who want tobe models for my hw
",2,4,1,5,1,2,1,1,1,3,1,2
962,1290,"I’m laughing my ass off! One day I’m gonna flame Jordan so good...he’s gonna let me off with it..one day.
",1,5,1,1,4,1,2,4,1,2,4,1,"Lmaoooo !!! One day ima flame Jordan soo good ...he gon let meoff with it ..one day
",1,4,1,1,4,1,4,3,1,2,4,1
963,1291,"Hi I'm Dejhanae Love 101. It is so fun to be on Twitter, and thanks for all of it from Dejhanae Love 101",,,,,,,,,,,,,Hi I'm dejhanae love 101it is so fun to be on tweet and tanks for all of it andbey form dejhanae love 101,,,,,,,,,,,,
964,1292,"Everytime I get Chinese, I like the first five bites then I want to throw the rest awa
",1,2,1,4,3,1,5,4,5,3,5,3,"Everytime I get Chinese, I like the first five bites then Iwanna throw the rest away
",2,1,1,2,5,1,5,4,3,3,5,4
965,1293,"And the people who say, \""I can't wait until shit blows over so I can get back to jokes and bullshit,\"" are really irking my damn soul
",2,5,1,1,4,1,1,5,1,3,4,1,"And you ""I cant wait till shit blows over so I can get back to jokes and bullshit..."" types arereally irking my damm soul
",1,3,1,1,5,1,2,5,1,3,5,3
966,1294,"Don't invite me over to your house if you don't have air conditioning. Seriously, I'm going tolet you down every time
",3,5,1,2,5,2,1,5,1,4,4,1,"Don't invite me over your house if you don't have AC..""realshit imastand yo ass up everytime
",1,4,1,1,5,1,3,5,2,2,5,1
967,1296,"Just got off work.  The guy who gives me Budweiser for a good price called in saying he has some free beer.  I dont drink that shit anymore butYou can not say no to something that is free! Laugh out lou
",2,4,1,2,1,1,3,3,2,3,4,5,"Off work. Budweiser connect called with a bunch of free beer. I don't drink that shit anymore butu can't beat free! Lol
",2,3,1,4,3,1,4,3,3,3,4,2
968,1297,That’s just my due date. Only 4% of women have their babies on the actual due date. I’m just readyfor him to be out.,3,4,1,5,1,1,1,1,1,5,1,1,"that's just my due date only 4% women have their babies on the actual due day,im just readyfor him to be out",2,3,1,5,1,1,2,1,1,4,2,1
969,1298,"Confession Thursdays: I like sexy ankles and I cannot lie. If you have ugly ones, please do not apply-I'm laughing my ass off. This is from a song playing in my head
",2,1,2,2,4,2,3,5,1,4,5,1,"Confession Thursdays: I like sexy ankles and I can not lie. If you got ugly ones pleaae do not applyLmao. *song in my head
",2,1,3,1,4,1,5,5,1,2,5,1
970,1299,"World of Tanks Xbox 360 Beta is a lot of fun, but so far it's much more simple than the PC. Hopefullythis is just for the beta",,,,,,,,,,,,,"World of Tanks Xbox360 beta is alot of fun, but so far its much more simple then the PC.hopefullythis just for the beta.",,,,,,,,,,,,
971,1300,"If you’re talented you will always have a job in my eyes...or am I taking supplyand demand theory too far?
",3,2,3,4,1,4,1,1,1,4,2,1,hey if ya talented u will always have a job in my eyes...or am I taking supplyand demand theory 2 far?,1,2,1,4,2,2,3,1,3,3,4,1
972,1301,"EXACTLY my point!!! GZ himself said on the 911 tape “he’s running now”. TM was afraid and running away from GZ. Also, GM told -",2,4,1,2,5,1,1,4,1,4,1,1,"EXACTLY my point!!! GZ himself said on the 911 tape ""he's running now"". TM was afraid & running awayfrom GZ. Also GM told",2,4,2,1,5,1,3,5,4,3,5,1
973,1302,"These kids are picking up how I feel, I have to find a way to turn this around
",3,4,2,5,1,2,1,1,1,4,2,1,"These kids are picking up on my vibe I gotta find away to turn this around...
",3,4,1,2,2,2,1,2,1,4,2,1
974,1303,"I feel so dead without my phone, but finally got some music, soI'm managing my time without it
",3,4,2,5,1,2,1,1,1,4,1,3,"I feel so dead without my phone but finally got some music soim managing time without it
",3,3,1,5,1,2,1,1,1,4,2,3
975,1304,"I'm telling myself, \""damn, where my friends fuck it, it's justme. Can't hold me back.\
",2,4,1,1,4,1,3,5,1,3,4,1,"Got me like dam, where my homies Fuck it, it's jusme.. Can't hold me back
",2,4,1,1,5,1,3,5,1,2,4,1
976,1306,"If I call your phone how come you don't answer, but text- where you say\""laughing like shit\"". I'm laughing- they're busy
",,,,,,,,,,,,,"If I call ur phone how u dont answer but text were they do thatat lls"" lol they busy
",,,,,,,,,,,,
977,1307,"I just tricked Deb to give me her charger. I told her I was coming back downhere today. Yeah right. That's funny
",1,4,2,1,4,1,1,5,1,3,5,1,"Just booked deb for her charger I told her I was coming back downhere today yea aight lol
",2,2,1,5,1,2,4,1,1,3,4,1
978,1309,"I can hear him in the background talking and it just put a big kool-aid smile on my face
",3,2,4,5,1,2,1,1,1,4,3,1,"I hear him in the background talkin I jus put a big ass coolaid smile on my face
",2,3,1,2,4,1,2,4,3,2,4,2
979,1310,"I have another 3 bedroom house,  entirely brand new. Section 8is ready- contact me if you are interested",1,4,2,3,1,1,1,1,3,4,3,1,I Have Another 3 Bed Room House Brand New Everything Section 8Ready Inbox If Your Interested!!,1,3,1,4,1,1,3,2,3,3,3,1
980,1311,"7venCity LIVE 4th of July Hookah Bash, Midnight Kings, 318 N. Charles St. Powered by X105.1 Radio.Ladies are free before 11:00 PM",2,3,4,5,1,3,1,1,1,4,1,1,7venCity LIVE 4th of July Hookah Bash at Midnight Kings (318 N. Charles St) Powered by X105.1 Radio- Ladies free before 11,2,3,4,5,1,2,1,1,1,4,2,1
981,1313,"If someone is constantly trying to break you down, what does that mean? I'm not sure if they are envious or jealous. I am not pompous nor am I ignorant.
",5,3,4,1,2,5,1,1,1,5,1,1,"If someone tries to constantly break u dwn ..wat does tht mean !? U envy me or jealous ..ion boast noram I ignorant ..idk .....
",2,4,1,1,5,2,3,4,2,2,5,1
982,1314,"What is up with Mia? Is she an idiot? I need to learnthat on the show as soon as possible
",2,1,1,2,4,1,4,5,4,2,5,2,"What's up with this Mia girl? Is she a crack head? I need for them to revealthat on the show ASAP
",1,4,2,1,4,1,3,5,2,2,4,2
983,1315,"I would be, you guys are aware of the manner that you carry yourselves, so thanks for looking out or,you can just make it yourself
",2,2,2,4,3,2,1,5,2,3,4,2,"I would be you know how y'all act so good look oryou jut make it yourself
",1,2,1,1,5,1,4,5,5,2,4,1
984,1316,"If you fuck with me wrong, and take me out of my zone, I'll knock the motherfucking snow off of your cone, my pals. Man, itstinks in this bitch
",1,4,1,1,4,1,2,5,1,3,4,1,"Fuk wit me wrong take me out my zone n ill nock the mutha fukin snow off of yo cone my niggas man itstank in this bitch mus
",1,3,1,1,5,1,4,5,1,1,5,1
985,1317,"I want to know what is going on in the world, but all the news cares about is thisbaby. Get over it already
",2,2,1,1,4,1,1,5,1,3,4,1,"i want to know what is going on in the world, but all the news cares about is thisbaby. get over it already.
",2,4,1,1,5,1,1,5,1,3,4,1
986,1319,"I’m over this designer talk on my timeline..... you’re buying that shit off of a crackhead. It’s voided.
",,,,,,,,,,,,,"Over this designer talk on my time line....you buying that shit off of acrack head it's voided G.
",,,,,,,,,,,,
987,1321,"Yes, so I know So Jalen was doing the line too, and I hope that they didn't give you anything for long. Hopefully they do,you know how they did for Jewanna
",,,,,,,,,,,,,"yeah I kno So Jalen was doing the line to and I hope they dnt give yu nothin long hopefully they doyu how they did Jewanna
",,,,,,,,,,,,
988,1323,"On my way to my doctor visit I hope I have some good news I can nottake anymore bad new
",1,4,2,5,1,1,3,1,1,4,3,1,"Omw to My doc visit better have good news I can'ttake no more bad news
",3,4,1,5,1,2,1,1,1,4,1,1
